Order ID,Email,Financial Status,Paid at,Fulfillment Status,Fulfilled at,Currency,Subtotal,Shipping,Taxes,Amount Refunded,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem name,Lineitem price,Lineitem sku,Lineitem variant,Lineitem requires shipping,Lineitem taxable,Lineitem fulfillment status,Billing Name,Billing Address1,Billing Address2,Billing City,Billing Zip,Billing Province,Billing Country,Billing Phone,Shipping Name,Shipping Address1,Shipping Address2,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Shipping Phone,Cancelled at,Private Notes,Channel Type,Channel Name,Channel Order Number,WA Local Tax,WA Tax,Payment Method,Payment Reference
250009,,,,,,,,,,,,,,,,2,"Woodland Strawberry - Fragaria vesca ssp. bracteata, bundle of 5",9,SQ0735799,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250009,,,,,,,,,,,,,,,,1,"Ash (Oregon) - Fraxinus latifolia, bundle of 5",17,SQ0383120,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250009,,,,,,,,,,,,,,,,1,"Incense Cedar - Calocedrus decurrens, bundle of 5",10,SQ3083029,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250009,,,,,,,,,,,,,,,,1,"Red Cedar - Thuja plicata, bundle of 5",18,SQ7843259,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250009,,,,,,,,,,,,,,,,1,"Maple (Big Leaf ) - Acer macrophyllum, bundle of 5",18,SQ6253667,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250009,,,,,,,,,,,,,,,,1,"Willow (Pacific) - Salix lucida, bundle of 5",14,SQ0720881,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250009,,,,,,,,,,,,,,,,1,"Vanilla Leaf - Achlys triphylla, bundle of 5",20,SQ7467987,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250009,,,,,,,,,,,,,,,,1,"Serviceberry - Amelanchier alnifolia, bundle of 5",17,SQ8797151,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250010,122@woij.com,PAID,1/6/2025 12:02,pending,,USD,45,0,2.97,0,47.97,,0,Evergreen State Fairgrounds,1/6/2025 12:02,1,"Goats Beard - Aruncus dioicus, bundle of 5",10,SQ3173644,,TRUE,TRUE,pending,Ten Ten,1234 Street St,,City,90000,WA,United States,425-535-0530,,,,,,,,,,,ONLINE,Squarespace,250010,0.04,2.93,Stripe,ch_3QeJgvKpMPwwSZJQ0TMvDgpU
250010,,,,,,,,,,,,,,,,1,"Golden Current - Ribes aureum, bundle of 5",20,SQ3789242,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250010,,,,,,,,,,,,,,,,1,"Blue Elderberry - Sambucus cerulea, bundle of 5",15,SQ8529943,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250011,123@oiwer.net,PAID,1/6/2025 12:02,pending,,USD,31,0,2.05,0,33.05,,0,Evergreen State Fairgrounds,1/6/2025 12:02,1,"Ninebark - Physocarpus capitatus, bundle of 5",17,SQ3771845,,TRUE,TRUE,pending,Eleven Eleven,1234 Street St,,City,90000,WA,United States,425-535-0530,,,,,,,,,,,ONLINE,Squarespace,250011,0.03,2.02,Stripe,ch_3QeJh0KpMPwwSZJQ0i67eBBB
250011,,,,,,,,,,,,,,,,1,"Noble Fir - Abies procera, bundle of 5",14,SQ1739468,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250012,124@owiejr.com,PAID,1/6/2025 12:02,pending,,USD,157,0,10.36,0,167.36,,0,Evergreen State Fairgrounds,1/6/2025 12:02,2,"Blue Eyed Grass - Sisyrinchium idahoensis, bundle of 5",10,SQ4016165,,TRUE,TRUE,pending,Twelve Twelve,1234 Street St,,City,90000,WA,United States,425-535-0530,,,,,,,,,,,ONLINE,Squarespace,250012,0.15,10.21,Stripe,ch_3QeJhAKpMPwwSZJQ0K8KxK42
250012,,,,,,,,,,,,,,,,2,"Bleeding Heart - Dicentra formosa, bundle of 5",10,SQ0140496,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250012,,,,,,,,,,,,,,,,1,"Mock Orange - Philadelphus lewisii, bundle of 5",15,SQ9400408,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250012,,,,,,,,,,,,,,,,3,"Lupine - Lupinus polyphyllus, Bundle of 5",10,SQ5811562,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250012,,,,,,,,,,,,,,,,2,"Canada Goldenrod - Solidago lepida, bundle of 5",10,SQ5369851,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250012,,,,,,,,,,,,,,,,1,"Dogwood (Red Osier) - Cornus sericea, bundle of 5",18,SQ7059562,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250012,,,,,,,,,,,,,,,,1,"Willow (Sitka) - Salix sitchensis, bundle of 5",14,SQ7439958,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250012,,,,,,,,,,,,,,,,1,"Oceanspray - Holodiscus discolor, bundle of 5",20,SQ1294796,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250013,wiehjroi@aejjrr.com,PAID,1/6/2025 12:02,pending,,USD,550,0,36.28,0,586.28,,0,Evergreen State Fairgrounds,1/6/2025 12:02,2,"Henderson's Checkermallow - Sidalcea hendersonii, bundle of 5",10,SQ8965381,,TRUE,TRUE,pending,Thirteen Thirteen,1234 Street St,,City,90000,WA,United States,425-535-0530,,,,,,,,,,,ONLINE,Squarespace,250013,0.52,35.76,Stripe,ch_3QeJhLKpMPwwSZJQ0CO06JfO
250013,,,,,,,,,,,,,,,,2,"Blue Eyed Grass - Sisyrinchium idahoensis, bundle of 5",10,SQ4016165,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250013,,,,,,,,,,,,,,,,1,"False Lily of the Valley - Maianthemum dilatatum, bundle of 5",20,SQ0492754,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250013,,,,,,,,,,,,,,,,6,"Sword Fern - Polystichum munitum, bundle of 5",28,SQ9666907,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250013,,,,,,,,,,,,,,,,2,"Raspberry (Blackcap) - Rubus leucodermis, bundle of 5",21,SQ8107792,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250013,,,,,,,,,,,,,,,,1,"Wild Ginger - Asarum caudatum, bundle of 5",29,SQ8468161,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250013,,,,,,,,,,,,,,,,2,"Paper Birch - Betula papyrifera, bundle of 5",22,SQ9853716,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250013,,,,,,,,,,,,,,,,2,"Vanilla Leaf - Achlys triphylla, bundle of 5",20,SQ7467987,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250013,,,,,,,,,,,,,,,,2,"Nodding Onion - Allium cernuum, bundle of 5",8,SQ5347551,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250013,,,,,,,,,,,,,,,,1,"Crabapple (Pacific) - Malus fusca, bundle of 5",17,SQ9500865,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250013,,,,,,,,,,,,,,,,1,"Rhododendron - Rhododendron macrophyllum, bundle of 5",50,SQ1421730,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250013,,,,,,,,,,,,,,,,2,"Penstemon (Cascade)- Penstemon serrulatus, bundle of 5",10,SQ8790533,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250013,,,,,,,,,,,,,,,,2,"Violet (Blue) - Viola adunca, bundle of 5",10,SQ7252828,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250013,,,,,,,,,,,,,,,,3,"Lupine - Lupinus polyphyllus, Bundle of 5",10,SQ5811562,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250013,,,,,,,,,,,,,,,,1,"Noble Fir - Abies procera, bundle of 5",14,SQ1739468,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250014,eirj@weikekek.com,PAID,1/6/2025 12:02,pending,,USD,74,0,4.89,0,78.89,,0,Evergreen State Fairgrounds,1/6/2025 12:02,1,"Baldhip Rose - Rosa gymnocarpa, bundle of 5",21,SQ8173881,,TRUE,TRUE,pending,Fourteen Fourteen,1234 Street St,,City,90000,WA,United States,425-535-0530,,,,,,,,,,,ONLINE,Squarespace,250014,0.07,4.82,Stripe,ch_3QeJhQKpMPwwSZJQ0iv6qzBs
250014,,,,,,,,,,,,,,,,1,"Thimbleberry - Rubus parviflorus, bundle of 5",22,SQ6987453,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250014,,,,,,,,,,,,,,,,1,"Maidenhair Fern - Adiantum aleuticum, bundle of 5",31,SQ6734546,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250015,eikjrie@oieiei.com,PAID,1/6/2025 12:02,pending,,USD,114,0,7.52,0,121.52,,0,Evergreen State Fairgrounds,1/6/2025 12:02,2,"Lupine - Lupinus polyphyllus, Bundle of 5",10,SQ5811562,,TRUE,TRUE,pending,Fifteen Fifteen,1234 Street St,,City,90000,WA,United States,425-535-0530,,,,,,,,,,,ONLINE,Squarespace,250015,0.11,7.41,Stripe,ch_3QeJhTKpMPwwSZJQ0iOJz6kY
250015,,,,,,,,,,,,,,,,3,"Sword Fern - Polystichum munitum, bundle of 5",28,SQ9666907,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250015,,,,,,,,,,,,,,,,1,"Stonecrop (Oregon) - Sedum oreganum, bundle of 5",10,SQ0727114,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250016,ehheh@kjerhe.net,PAID,1/6/2025 12:02,pending,,USD,44,0,2.9,0,46.9,,0,Evergreen State Fairgrounds,1/6/2025 12:02,1,"Violet (Blue) - Viola adunca, bundle of 5",10,SQ7252828,,TRUE,TRUE,pending,Sixteen Sixteen,1234 Street St,,City,90000,WA,United States,425-535-0530,,,,,,,,,,,ONLINE,Squarespace,250016,0.04,2.86,Stripe,ch_3QeJhYKpMPwwSZJQ1c7CmMVq
250016,,,,,,,,,,,,,,,,1,"Kinnikinnick - Arctostaphylos uva-ursi, bundle of 5",24,SQ3069748,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250016,,,,,,,,,,,,,,,,1,"Blue Eyed Grass - Sisyrinchium idahoensis, bundle of 5",10,SQ4016165,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250017,owiiowi@nbnbn.com,PAID,1/6/2025 12:02,pending,,USD,96,0,6.35,0,102.35,,0,Evergreen State Fairgrounds,1/6/2025 12:02,1,"Evergreen Huckleberry - Vaccinium ovatum, bundle of 5",43,SQ9912388,,TRUE,TRUE,pending,One Two,1234 Street St,,City,90000,WA,United States,425-535-0530,,,,,,,,,,,ONLINE,Squarespace,250017,0.09,6.26,Stripe,ch_3QeJhcKpMPwwSZJQ0YZ7c01d
250017,,,,,,,,,,,,,,,,1,"Raspberry (Blackcap) - Rubus leucodermis, bundle of 5",21,SQ8107792,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250017,,,,,,,,,,,,,,,,1,"Nootka Rose - Rosa nutkana, bundle of 5",17,SQ2479290,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250017,,,,,,,,,,,,,,,,1,"Gooseberry (Black) -  Ribes divaricatum, bundle of 5",15,SQ3758665,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250018,wewe@oiweoirioi.org,PAID,1/6/2025 12:03,pending,,USD,132,0,8.72,0,140.72,,0,Evergreen State Fairgrounds,1/6/2025 12:03,1,"Sword Fern - Polystichum munitum, bundle of 5",28,SQ9666907,,TRUE,TRUE,pending,One Three,1234 Street St,,City,90000,WA,United States,425-535-0530,,,,,,,,,,,ONLINE,Squarespace,250018,0.13,8.59,Stripe,ch_3QeJhkKpMPwwSZJQ1iGhI838
250018,,,,,,,,,,,,,,,,1,"Violet (Blue) - Viola adunca, bundle of 5",10,SQ7252828,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250018,,,,,,,,,,,,,,,,1,"Wild Ginger - Asarum caudatum, bundle of 5",29,SQ8468161,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250018,,,,,,,,,,,,,,,,1,"Kinnikinnick - Arctostaphylos uva-ursi, bundle of 5",24,SQ3069748,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250018,,,,,,,,,,,,,,,,1,"Woodland Strawberry - Fragaria vesca ssp. bracteata, bundle of 5",9,SQ0735799,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250018,,,,,,,,,,,,,,,,1,"Paper Birch - Betula papyrifera, bundle of 5",22,SQ9853716,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250018,,,,,,,,,,,,,,,,1,"Henderson's Checkermallow - Sidalcea hendersonii, bundle of 5",10,SQ8965381,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250019,kjfkjfkj@iiii.com,PAID,1/6/2025 12:03,pending,,USD,87,0,5.75,0,92.75,,0,Evergreen State Fairgrounds,1/6/2025 12:03,1,"False Lily of the Valley - Maianthemum dilatatum, bundle of 5",20,SQ0492754,,TRUE,TRUE,pending,One Four,1234 Street St,,City,90000,WA,United States,425-535-0530,,,,,,,,,,,ONLINE,Squarespace,250019,0.09,5.66,Stripe,ch_3QeJhlKpMPwwSZJQ1mx1Gz6A
250019,,,,,,,,,,,,,,,,1,"Salal - Gaultheria shallon, bundle of 5",28,SQ3149595,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250019,,,,,,,,,,,,,,,,1,"Wild Ginger - Asarum caudatum, bundle of 5",29,SQ8468161,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250019,,,,,,,,,,,,,,,,1,"Violet (Blue) - Viola adunca, bundle of 5",10,SQ7252828,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250020,kjerkjekrj@weqqq.net,PAID,1/6/2025 12:03,pending,,USD,435,0,28.68,0,463.68,,0,Evergreen State Fairgrounds,1/6/2025 12:03,2,"Baldhip Rose - Rosa gymnocarpa, bundle of 5",21,SQ8173881,,TRUE,TRUE,pending,One Five,1234 Street St,,City,90000,WA,United States,425-535-0530,,,,,,,,,,,ONLINE,Squarespace,250020,0.4,28.28,Stripe,ch_3QeJi3KpMPwwSZJQ1ScXiqmh
250020,,,,,,,,,,,,,,,,2,"Blue Elderberry - Sambucus cerulea, bundle of 5",15,SQ8529943,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250020,,,,,,,,,,,,,,,,2,"Crabapple (Pacific) - Malus fusca, bundle of 5",17,SQ9500865,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250020,,,,,,,,,,,,,,,,2,"Rhododendron - Rhododendron macrophyllum, bundle of 5",50,SQ1421730,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250020,,,,,,,,,,,,,,,,4,"Violet (Blue) - Viola adunca, bundle of 5",10,SQ7252828,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250020,,,,,,,,,,,,,,,,2,"Red Elderberry - Sambucus racemosa, bundle of 5",22,SQ8939902,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250020,,,,,,,,,,,,,,,,2,"Goats Beard - Aruncus dioicus, bundle of 5",10,SQ3173644,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250020,,,,,,,,,,,,,,,,2,"Raspberry (Blackcap) - Rubus leucodermis, bundle of 5",21,SQ8107792,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250020,,,,,,,,,,,,,,,,4,"Serviceberry - Amelanchier alnifolia, bundle of 5",17,SQ8797151,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250020,,,,,,,,,,,,,,,,1,"Gooseberry (Black) -  Ribes divaricatum, bundle of 5",15,SQ3758665,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250021,popopo@kjkjkj.com,PAID,1/6/2025 12:03,pending,,USD,43,0,2.84,0,45.84,,0,Evergreen State Fairgrounds,1/6/2025 12:03,1,"Salal - Gaultheria shallon, bundle of 5",28,SQ3149595,,TRUE,TRUE,pending,One Six,1234 Street St,,City,90000,WA,United States,425-535-0530,,,,,,,,,,,ONLINE,Squarespace,250021,0.04,2.8,Stripe,ch_3QeJi6KpMPwwSZJQ1IpUJu1n
250021,,,,,,,,,,,,,,,,1,"Blue Elderberry - Sambucus cerulea, bundle of 5",15,SQ8529943,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250022,asasfdf@kkkkllll.com,PAID,1/6/2025 12:03,pending,,USD,91,0,6.02,0,97.02,,0,Evergreen State Fairgrounds,1/6/2025 12:03,1,"Lupine - Lupinus polyphyllus, Bundle of 5",10,SQ5811562,,TRUE,TRUE,pending,One Seven,1234 Street St,,City,90000,WA,United States,425-535-0530,,,,,,,,,,,ONLINE,Squarespace,250022,0.09,5.93,Stripe,ch_3QeJi7KpMPwwSZJQ1x8HQ6Co
250022,,,,,,,,,,,,,,,,1,"Violet (Blue) - Viola adunca, bundle of 5",10,SQ7252828,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250022,,,,,,,,,,,,,,,,1,"Bleeding Heart - Dicentra formosa, bundle of 5",10,SQ0140496,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250022,,,,,,,,,,,,,,,,1,"Nootka Rose - Rosa nutkana, bundle of 5",17,SQ2479290,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250022,,,,,,,,,,,,,,,,1,"Menzies' Larkspur  - Delphinium menziesii, bundle of 5",29,SQ4534372,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250022,,,,,,,,,,,,,,,,1,"Blue Elderberry - Sambucus cerulea, bundle of 5",15,SQ8529943,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250023,fdfdfdf@nnnn.org,PAID,1/6/2025 12:03,pending,,USD,231,0,15.25,0,246.25,,0,Evergreen State Fairgrounds,1/6/2025 12:03,1,"Woodland Strawberry - Fragaria vesca ssp. bracteata, bundle of 5",9,SQ0735799,,TRUE,TRUE,pending,One Eight,1234 Street St,,City,90000,WA,United States,425-535-0530,,,,,,,,,,,ONLINE,Squarespace,250023,0.22,15.03,Stripe,ch_3QeJiCKpMPwwSZJQ1LQpv22x
250023,,,,,,,,,,,,,,,,2,"Henderson's Checkermallow - Sidalcea hendersonii, bundle of 5",10,SQ8965381,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250023,,,,,,,,,,,,,,,,1,"Kinnikinnick - Arctostaphylos uva-ursi, bundle of 5",24,SQ3069748,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250023,,,,,,,,,,,,,,,,3,"Wild Ginger - Asarum caudatum, bundle of 5",29,SQ8468161,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250023,,,,,,,,,,,,,,,,1,"Oceanspray - Holodiscus discolor, bundle of 5",20,SQ1294796,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250023,,,,,,,,,,,,,,,,1,"Evergreen Huckleberry - Vaccinium ovatum, bundle of 5",43,SQ9912388,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
250023,,,,,,,,,,,,,,,,1,"Salal - Gaultheria shallon, bundle of 5",28,SQ3149595,,TRUE,TRUE,pending,,,,,,,,,,,,,,,,,,,,,,,,,
